门市名称,地址,营业时间,座标,附加服务
西門成都門市,台北市萬華區成都路87號,星期一、星期二、星期三、星期四、星期五 07:00~22:00，星期六、星期日 07:30~22:00,"(25.043151, 121.504748)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
桃園國際門市,桃園市桃園區國際路二段468號,星期一、星期二、星期三、星期四、星期五 06:30~21:00，星期六、星期日 07:00~21:00,"(24.999916, 121.287982)","Nitro Cold Brew 氮氣冷萃咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Drive-Thru 車道服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
南海門市,台北市中正區南海路20號,星期一、星期二、星期三、星期四、星期五 06:30~21:00，星期六、星期日 07:00~21:00,"(25.032419, 121.516867)",Starbucks Wi-Fi 無線上網
公館水源門市,台北市中正區思源街16號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 08:00~19:00,"(25.013811, 121.530391)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
經國二門市,桃園市桃園區經國路737號 (本門市提供場地租借，詳情請洽門市夥伴),星期一、星期二、星期三、星期四、星期五 06:30~21:00，星期六、星期日 07:00~21:00,"(25.025209, 121.301405)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
西門昆明門市,台北市萬華區武昌街二段77號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 08:00~22:00,"(25.04517, 121.505568)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
古亭門市,台北市大安區羅斯福路二段109號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:30~21:00,"(25.024541, 121.524610)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
和平門市,台北市大安區和平東路一段2號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 06:30~22:00,"(25.026819, 121.522942)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
漢中門市,台北市萬華區漢中街51號,星期一、星期二、星期三、星期四 07:30~22:00，星期五、星期六、星期日 07:30~22:30,"(25.044089, 121.50745)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
林口文化三門市,新北市林口區文化三路一段359 號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:30,"(25.072519, 121.364894)","Nitro Cold Brew 氮氣冷萃咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
八德興豐門市,桃園市八德區興豐路138號,星期一、星期二、星期三、星期四、星期五 07:00~21:30，星期六、星期日 07:30~21:30,"(24.928889, 121.281283)","Bake-in 新鮮現烤, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
新中門市,新北市新店區中興路三段3號,星期一、星期二、星期三、星期四、星期五 07:00~21:00，星期六、星期日 07:30~21:00,"(24.977656, 121.54565)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
新店裕隆城門市,新北市新店區中興路三段70號1樓,星期一、星期二、星期三、星期四、星期日 11:00~21:30，星期五、星期六 11:00~22:00,"(24.977973, 121.546471)","Nitro Cold Brew 氮氣冷萃咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Starbucks Wi-Fi 無線上網"
羅斯福門市,台北市大安區羅斯福路三段301號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:00,"(25.017395, 121.531821)","Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
文化門市,新北市林口區文化二路一段551號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:30,"(25.077117, 121.374574)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
重慶門市,台北市中正區重慶南路一段104號,星期一、星期二、星期三、星期四、星期日 07:00~21:00，星期五、星期六 07:00~22:00,"(25.042448, 121.513067)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
三重菜寮門市,新北市三重區新北大道1段6號,星期一、星期二、星期三、星期四、星期五 06:30~22:00，星期六、星期日 07:00~22:00,"(25.061577, 121.488672)","Pour Over 手沖咖啡, Starbucks Reserve™ 典藏咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
景美門市,台北市文山區景興路185號1-2F,星期一、星期二、星期三、星期四、星期五、星期六、星期日 06:30~21:30,"(24.992599, 121.544369)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
師大和平門市,台北市大安區平東路一段129-1號1樓 (師大綜合大樓),星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:30~18:00,"(25.026655, 121.529160)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
林口中山門市,新北市林口區中山路369號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:00,"(25.081442, 121.381194)","Nitro Cold Brew 氮氣冷萃咖啡, Bake-in 新鮮現烤, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
台醫B1門市,台北市中正區中山南路7號B1,星期一、星期二、星期三、星期四、星期五、星期六、星期日 06:30~21:30,"(25.040756, 121.518617)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
館前漢口門市,台北市中正區館前路26號1樓,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~22:00,"(25.044861, 121.514883)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
懷寧門市,台北市中正區懷寧街10號1樓,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:00,"(25.046064, 121.514131)",Starbucks Wi-Fi 無線上網
杭州門市,台北市中正區信義路二段1號之1,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:00,"(25.035596, 121.524576)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
許昌南陽門市,台北市中正區南陽街1號2F,星期一、星期二、星期三、星期四、星期五 07:00~20:00，星期六、星期日 08:00~19:00,"(25.045567, 121.516344)",Starbucks Wi-Fi 無線上網
台北捷運門市,台北市中正區忠孝西路一段49號B1F,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~22:30,"(25.045918, 121.517479)","Nitro Cold Brew 氮氣冷萃咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
永康街2F門市,台北市大安區永康街2號2樓 & 2號2樓之一,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:30~21:00,"(25.033235, 121.529766)","Pour Over 手沖咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
台鐵一門市,台北市中正區北平西路3號2樓 (台北火車站2樓),星期一、星期二、星期三、星期四、星期五、星期六、星期日 10:00~22:00,"(25.047578, 121.517096)","Bake-in 新鮮現烤, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
京站二門市,台北市大同區承德路一段1號 (京站百貨4 F),星期一、星期二、星期三、星期四、星期日 11:00~21:30，星期五、星期六 11:00~22:00,"(25.049345, 121.516825)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務"
京站門市,台北市大同區承德路一段1號,星期一、星期二、星期三、星期四、星期日 07:00~21:30，星期五、星期六 07:00~22:00,"(25.049334, 121.516875)","Nitro Cold Brew 氮氣冷萃咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
建和門市,台北市大安區和平東路二段42-1號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 06:30~20:00,"(25.025577, 121.537258)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
三重正義門市,新北市三重區正義北路140號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~22:00,"(25.065975, 121.496569)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
時代寓所門市,台北市中正區林森南路7-1號,星期一、星期二、星期三、星期四、星期五 09:30~22:30，星期六、星期日 10:00~22:30,"(25.044031, 121.523165)","Nitro Cold Brew 氮氣冷萃咖啡, Bake-in 新鮮現烤, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
台北圓環門市,台北市大同區南京西路288號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:30,"(25.053947, 121.51396)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
辛亥門市,台北市大安區辛亥路二段175號1樓,星期一、星期二、星期三、星期四、星期五 06:30~20:00，星期六、星期日 06:30~19:00,"(25.021689, 121.541163)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
紹興門市,台北市中正區忠孝東路一段31號1樓,星期一、星期二、星期三、星期四、星期五 07:00~21:30，星期六、星期日 07:30~21:30,"(25.044534, 121.525236)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
長興門市,台北市大安區基隆路三段85號,星期一、星期二、星期三、星期四、星期五 07:30~19:00，星期六、星期日 08:30~15:30,"(25.017400, 121.544922)",Starbucks Wi-Fi 無線上網
南崁特力門市,桃園市蘆竹區中正路1號,星期一、星期二、星期三、星期四、星期五 07:00~21:30，星期六、星期日 07:30~21:30,"(25.0403322, 121.295175)","Nitro Cold Brew 氮氣冷萃咖啡, Bake-in 新鮮現烤, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
大溪門市,桃園市大溪區慈湖路49及51號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~20:30,"(24.882656, 121.289078)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
南京西門市,台北市大同區南京西路 36號1F,星期一、星期二、星期三、星期四、星期日 07:00~22:00，星期五、星期六 07:00~22:30,"(25.052697, 121.519590)","Nitro Cold Brew 氮氣冷萃咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
三重三和門市,新北市三重區三和路四段388-2號,星期一、星期二、星期三、星期四、星期五 07:00~22:00，星期六、星期日 07:30~22:00,"(25.079042, 121.482043)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
保安門市,台北市大同區保安街11號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:30,"(25.059275, 121.513337)","Pour Over 手沖咖啡, Starbucks Reserve™ 典藏咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
蘆洲長榮門市,新北市蘆洲區長榮路418號1樓,星期一、星期二、星期三、星期四、星期五 06:30~22:00，星期六、星期日 07:00~22:00,"(25.088192, 121.459553)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
